StudentID,LearnerType,Topic,Score
1014,Weak,Arrays,38.789523958351964
1014,Weak,Linked Lists,50.789523958351964
1014,Weak,Sorting,34.789523958351964
1014,Weak,Stacks,34.789523958351964
1014,Weak,Queues,41.789523958351964
1015,Average,Arrays,64.9197029281199
1015,Average,Linked Lists,57.919702928119904
1015,Average,Sorting,66.9197029281199
1015,Average,Stacks,59.919702928119904
1015,Average,Queues,65.9197029281199
1016,Average,Arrays,41.53801791336668
1016,Average,Linked Lists,24.53801791336668
1016,Average,Sorting,42.53801791336668
1016,Average,Stacks,30.53801791336668
1016,Average,Queues,27.53801791336668
1017,Strong,Arrays,46.8043819428994
1017,Strong,Linked Lists,52.8043819428994
1017,Strong,Sorting,51.8043819428994
1017,Strong,Stacks,45.8043819428994
1017,Strong,Queues,64.8043819428994
1018,Average,Arrays,39.610104392350834
1018,Average,Linked Lists,26.610104392350834
1018,Average,Sorting,43.610104392350834
1018,Average,Stacks,34.610104392350834
1018,Average,Queues,41.610104392350834
1019,Weak,Arrays,1.7388330844967594
1019,Weak,Linked Lists,10.73883308449676
1019,Weak,Sorting,11.73883308449676
1019,Weak,Stacks,1.7388330844967594
1019,Weak,Queues,18.73883308449676
1020,Strong,Arrays,67.8946023632675
1020,Strong,Linked Lists,67.8946023632675
1020,Strong,Sorting,64.8946023632675
1020,Strong,Stacks,62.8946023632675
1020,Strong,Queues,54.8946023632675
1021,Strong,Arrays,65.46028249801633
1021,Strong,Linked Lists,73.46028249801633
1021,Strong,Sorting,59.460282498016326
1021,Strong,Stacks,67.46028249801633
1021,Strong,Queues,61.460282498016326
1022,Weak,Arrays,4.672350917625369
1022,Weak,Linked Lists,0.0
1022,Weak,Sorting,9.67235091762537
1022,Weak,Stacks,6.672350917625369
1022,Weak,Queues,0.0
1023,Weak,Arrays,0.8136557631338723
1023,Weak,Linked Lists,7.813655763133872
1023,Weak,Sorting,4.813655763133872
1023,Weak,Stacks,7.813655763133872
1023,Weak,Queues,15.813655763133873
1024,Weak,Arrays,53.25329691949933
1024,Weak,Linked Lists,41.25329691949933
1024,Weak,Sorting,52.25329691949933
1024,Weak,Stacks,48.25329691949933
1024,Weak,Queues,45.25329691949933
1025,Weak,Arrays,30.628890550907144
1025,Weak,Linked Lists,35.628890550907144
1025,Weak,Sorting,43.628890550907144
1025,Weak,Stacks,41.628890550907144
1025,Weak,Queues,44.628890550907144
1026,Strong,Arrays,80.44629795789356
1026,Strong,Linked Lists,73.44629795789356
1026,Strong,Sorting,64.44629795789356
1026,Strong,Stacks,67.44629795789356
1026,Strong,Queues,67.44629795789356
1027,Strong,Arrays,76.71794179779802
1027,Strong,Linked Lists,71.71794179779802
1027,Strong,Sorting,71.71794179779802
1027,Strong,Stacks,78.71794179779802
1027,Strong,Queues,74.71794179779802
1028,Strong,Arrays,43.6301180116798
1028,Strong,Linked Lists,62.6301180116798
1028,Strong,Sorting,60.6301180116798
1028,Strong,Stacks,48.6301180116798
1028,Strong,Queues,44.6301180116798
1029,Strong,Arrays,62.37009822453295
1029,Strong,Linked Lists,75.37009822453295
1029,Strong,Sorting,79.37009822453295
1029,Strong,Stacks,80.37009822453295
1029,Strong,Queues,71.37009822453295
1030,Weak,Arrays,37.986043145378474
1030,Weak,Linked Lists,30.986043145378474
1030,Weak,Sorting,39.986043145378474
1030,Weak,Stacks,33.986043145378474
1030,Weak,Queues,28.986043145378474
1031,Average,Arrays,48.178007738060224
1031,Average,Linked Lists,40.178007738060224
1031,Average,Sorting,52.178007738060224
1031,Average,Stacks,43.178007738060224
1031,Average,Queues,42.178007738060224
1032,Strong,Arrays,44.188386778469756
1032,Strong,Linked Lists,54.188386778469756
1032,Strong,Sorting,39.188386778469756
1032,Strong,Stacks,49.188386778469756
1032,Strong,Queues,42.188386778469756
1033,Weak,Arrays,15.615424321412194
1033,Weak,Linked Lists,18.615424321412192
1033,Weak,Sorting,6.615424321412194
1033,Weak,Stacks,11.615424321412194
1033,Weak,Queues,12.615424321412194
1034,Weak,Arrays,15.735152444932002
1034,Weak,Linked Lists,23.735152444932
1034,Weak,Sorting,26.735152444932
1034,Weak,Stacks,13.735152444932002
1034,Weak,Queues,20.735152444932
1035,Weak,Arrays,23.523985460508488
1035,Weak,Linked Lists,26.523985460508488
1035,Weak,Sorting,32.523985460508484
1035,Weak,Stacks,29.523985460508488
1035,Weak,Queues,24.523985460508488
1036,Weak,Arrays,0.5368065012688019
1036,Weak,Linked Lists,2.536806501268802
1036,Weak,Sorting,14.536806501268803
1036,Weak,Stacks,13.536806501268803
1036,Weak,Queues,0.0
1037,Weak,Arrays,0.0
1037,Weak,Linked Lists,11.457121420525791
1037,Weak,Sorting,6.457121420525792
1037,Weak,Stacks,0.45712142052579186
1037,Weak,Queues,0.0
1038,Average,Arrays,32.69408877604949
1038,Average,Linked Lists,20.69408877604949
1038,Average,Sorting,31.69408877604949
1038,Average,Stacks,30.69408877604949
1038,Average,Queues,27.69408877604949
1039,Average,Arrays,70.4726464606992
1039,Average,Linked Lists,66.4726464606992
1039,Average,Sorting,76.4726464606992
1039,Average,Stacks,81.4726464606992
1039,Average,Queues,74.4726464606992
1040,Average,Arrays,32.17169579481808
1040,Average,Linked Lists,32.17169579481808
1040,Average,Sorting,41.17169579481808
1040,Average,Stacks,28.171695794818078
1040,Average,Queues,31.171695794818078
1041,Weak,Arrays,25.457184992246507
1041,Weak,Linked Lists,31.457184992246507
1041,Weak,Sorting,23.457184992246507
1041,Weak,Stacks,29.457184992246507
1041,Weak,Queues,18.457184992246507
1042,Strong,Arrays,69.62820244330577
1042,Strong,Linked Lists,56.62820244330577
1042,Strong,Sorting,60.62820244330577
1042,Strong,Stacks,71.62820244330577
1042,Strong,Queues,62.62820244330577
1043,Average,Arrays,77.21887055071633
1043,Average,Linked Lists,75.21887055071633
1043,Average,Sorting,70.21887055071633
1043,Average,Stacks,61.21887055071633
1043,Average,Queues,66.21887055071633
1044,Strong,Arrays,78.2222917318111
1044,Strong,Linked Lists,73.2222917318111
1044,Strong,Sorting,70.2222917318111
1044,Strong,Stacks,71.2222917318111
1044,Strong,Queues,67.2222917318111
1045,Average,Arrays,92.0
1045,Average,Linked Lists,100.0
1045,Average,Sorting,98.0
1045,Average,Stacks,91.0
1045,Average,Queues,96.0
1046,Strong,Arrays,65.88250680640623
1046,Strong,Linked Lists,64.88250680640623
1046,Strong,Sorting,52.88250680640623
1046,Strong,Stacks,68.88250680640623
1046,Strong,Queues,57.88250680640623
1047,Strong,Arrays,54.09413575037736
1047,Strong,Linked Lists,68.09413575037736
1047,Strong,Sorting,68.09413575037736
1047,Strong,Stacks,68.09413575037736
1047,Strong,Queues,56.09413575037736
1048,Weak,Arrays,38.590295080809206
1048,Weak,Linked Lists,45.590295080809206
1048,Weak,Sorting,44.590295080809206
1048,Weak,Stacks,35.590295080809206
1048,Weak,Queues,43.590295080809206
1049,Strong,Arrays,43.49712891801464
1049,Strong,Linked Lists,51.49712891801464
1049,Strong,Sorting,55.49712891801464
1049,Strong,Stacks,42.49712891801464
1049,Strong,Queues,55.49712891801464
1050,Strong,Arrays,63.52617407270239
1050,Strong,Linked Lists,69.52617407270239
1050,Strong,Sorting,52.52617407270239
1050,Strong,Stacks,63.52617407270239
1050,Strong,Queues,51.52617407270239
1051,Strong,Arrays,73.38692979236579
1051,Strong,Linked Lists,70.38692979236579
1051,Strong,Sorting,82.38692979236579
1051,Strong,Stacks,76.38692979236579
1051,Strong,Queues,75.38692979236579
1052,Average,Arrays,40.65945148046866
1052,Average,Linked Lists,41.65945148046866
1052,Average,Sorting,55.65945148046866
1052,Average,Stacks,43.65945148046866
1052,Average,Queues,49.65945148046866
1053,Weak,Arrays,48.28860478498206
1053,Weak,Linked Lists,48.28860478498206
1053,Weak,Sorting,33.28860478498206
1053,Weak,Stacks,36.28860478498206
1053,Weak,Queues,30.288604784982063
1054,Weak,Arrays,40.607767241527085
1054,Weak,Linked Lists,31.607767241527085
1054,Weak,Sorting,39.607767241527085
1054,Weak,Stacks,43.607767241527085
1054,Weak,Queues,47.607767241527085
1055,Weak,Arrays,20.90647916435481
1055,Weak,Linked Lists,25.90647916435481
1055,Weak,Sorting,25.90647916435481
1055,Weak,Stacks,22.90647916435481
1055,Weak,Queues,27.90647916435481
1056,Weak,Arrays,10.069238480855184
1056,Weak,Linked Lists,19.069238480855184
1056,Weak,Sorting,23.069238480855184
1056,Weak,Stacks,15.069238480855184
1056,Weak,Queues,24.069238480855184
1057,Weak,Arrays,34.559679448943356
1057,Weak,Linked Lists,36.559679448943356
1057,Weak,Sorting,40.559679448943356
1057,Weak,Stacks,38.559679448943356
1057,Weak,Queues,31.559679448943356
1058,Weak,Arrays,6.164282207165555
1058,Weak,Linked Lists,13.164282207165556
1058,Weak,Sorting,9.164282207165556
1058,Weak,Stacks,14.164282207165556
1058,Weak,Queues,1.164282207165555
1059,Average,Arrays,57.34596734184174
1059,Average,Linked Lists,70.34596734184174
1059,Average,Sorting,63.34596734184174
1059,Average,Stacks,59.34596734184174
1059,Average,Queues,68.34596734184174
1060,Weak,Arrays,31.22531386564842
1060,Weak,Linked Lists,17.22531386564842
1060,Weak,Sorting,26.22531386564842
1060,Weak,Stacks,26.22531386564842
1060,Weak,Queues,21.22531386564842
1061,Strong,Arrays,44.3189673981648
1061,Strong,Linked Lists,49.3189673981648
1061,Strong,Sorting,43.3189673981648
1061,Strong,Stacks,43.3189673981648
1061,Strong,Queues,37.3189673981648
1062,Strong,Arrays,64.28153873271884
1062,Strong,Linked Lists,51.28153873271885
1062,Strong,Sorting,67.28153873271884
1062,Strong,Stacks,54.28153873271885
1062,Strong,Queues,58.28153873271885
1063,Strong,Arrays,53.85596181500583
1063,Strong,Linked Lists,55.85596181500583
1063,Strong,Sorting,58.85596181500583
1063,Strong,Stacks,45.85596181500583
1063,Strong,Queues,64.85596181500583
1064,Strong,Arrays,60.64570547691156
1064,Strong,Linked Lists,50.64570547691156
1064,Strong,Sorting,63.64570547691156
1064,Strong,Stacks,49.64570547691156
1064,Strong,Queues,67.64570547691156
1065,Average,Arrays,78.68391858769523
1065,Average,Linked Lists,77.68391858769523
1065,Average,Sorting,83.68391858769523
1065,Average,Stacks,73.68391858769523
1065,Average,Queues,85.68391858769523
1066,Average,Arrays,74.54638268333227
1066,Average,Linked Lists,75.54638268333227
1066,Average,Sorting,72.54638268333227
1066,Average,Stacks,75.54638268333227
1066,Average,Queues,88.54638268333227
1067,Weak,Arrays,17.99059697869286
1067,Weak,Linked Lists,27.99059697869286
1067,Weak,Sorting,32.990596978692864
1067,Weak,Stacks,32.990596978692864
1067,Weak,Queues,27.99059697869286
1068,Weak,Arrays,0.0
1068,Weak,Linked Lists,2.6954656183116974
1068,Weak,Sorting,1.6954656183116974
1068,Weak,Stacks,3.6954656183116974
1068,Weak,Queues,0.0
1069,Average,Arrays,31.249113446921932
1069,Average,Linked Lists,29.249113446921932
1069,Average,Sorting,25.249113446921932
1069,Average,Stacks,42.24911344692193
1069,Average,Queues,29.249113446921932
1070,Strong,Arrays,82.0979130474346
1070,Strong,Linked Lists,82.0979130474346
1070,Strong,Sorting,73.0979130474346
1070,Strong,Stacks,84.0979130474346
1070,Strong,Queues,73.0979130474346
1071,Strong,Arrays,77.4363545579216
1071,Strong,Linked Lists,74.4363545579216
1071,Strong,Sorting,70.4363545579216
1071,Strong,Stacks,76.4363545579216
1071,Strong,Queues,79.4363545579216
1072,Weak,Arrays,18.471705070131506
1072,Weak,Linked Lists,27.471705070131506
1072,Weak,Sorting,16.471705070131506
1072,Weak,Stacks,10.471705070131506
1072,Weak,Queues,26.471705070131506
1073,Strong,Arrays,72.92004157083542
1073,Strong,Linked Lists,68.92004157083542
1073,Strong,Sorting,68.92004157083542
1073,Strong,Stacks,54.92004157083543
1073,Strong,Queues,66.92004157083542
1074,Average,Arrays,74.52321422426996
1074,Average,Linked Lists,76.52321422426996
1074,Average,Sorting,77.52321422426996
1074,Average,Stacks,83.52321422426996
1074,Average,Queues,90.52321422426996
1075,Strong,Arrays,61.01707366401403
1075,Strong,Linked Lists,53.01707366401403
1075,Strong,Sorting,46.01707366401403
1075,Strong,Stacks,51.01707366401403
1075,Strong,Queues,61.01707366401403
1076,Strong,Arrays,43.39663932920482
1076,Strong,Linked Lists,40.39663932920482
1076,Strong,Sorting,52.39663932920482
1076,Strong,Stacks,37.39663932920482
1076,Strong,Queues,54.39663932920482
1077,Strong,Arrays,65.3600373604998
1077,Strong,Linked Lists,64.3600373604998
1077,Strong,Sorting,71.3600373604998
1077,Strong,Stacks,63.3600373604998
1077,Strong,Queues,68.3600373604998
1078,Average,Arrays,43.293432429680706
1078,Average,Linked Lists,43.293432429680706
1078,Average,Sorting,45.293432429680706
1078,Average,Stacks,49.293432429680706
1078,Average,Queues,62.293432429680706
1079,Weak,Arrays,27.494247769382156
1079,Weak,Linked Lists,14.494247769382156
1079,Weak,Sorting,30.494247769382156
1079,Weak,Stacks,32.494247769382156
1079,Weak,Queues,20.494247769382156
1080,Weak,Arrays,33.85812558878217
1080,Weak,Linked Lists,24.858125588782176
1080,Weak,Sorting,22.858125588782176
1080,Weak,Stacks,20.858125588782176
1080,Weak,Queues,23.858125588782176
1081,Strong,Arrays,56.86749941953336
1081,Strong,Linked Lists,47.86749941953336
1081,Strong,Sorting,47.86749941953336
1081,Strong,Stacks,48.86749941953336
1081,Strong,Queues,48.86749941953336
1082,Weak,Arrays,11.5127008951164
1082,Weak,Linked Lists,21.5127008951164
1082,Weak,Sorting,9.5127008951164
1082,Weak,Stacks,2.5127008951163994
1082,Weak,Queues,2.5127008951163994
1083,Strong,Arrays,69.31096043969183
1083,Strong,Linked Lists,59.31096043969182
1083,Strong,Sorting,63.31096043969182
1083,Strong,Stacks,62.31096043969182
1083,Strong,Queues,53.31096043969182
1084,Weak,Arrays,45.58445089464244
1084,Weak,Linked Lists,36.58445089464244
1084,Weak,Sorting,44.58445089464244
1084,Weak,Stacks,35.58445089464244
1084,Weak,Queues,37.58445089464244
1085,Strong,Arrays,56.570919329796375
1085,Strong,Linked Lists,52.570919329796375
1085,Strong,Sorting,67.57091932979637
1085,Strong,Stacks,52.570919329796375
1085,Strong,Queues,53.570919329796375
1086,Weak,Arrays,32.9711583612651
1086,Weak,Linked Lists,30.971158361265093
1086,Weak,Sorting,30.971158361265093
1086,Weak,Stacks,20.971158361265093
1086,Weak,Queues,33.9711583612651
1087,Average,Arrays,40.09371861834331
1087,Average,Linked Lists,35.09371861834331
1087,Average,Sorting,44.09371861834331
1087,Average,Stacks,32.09371861834331
1087,Average,Queues,41.09371861834331
1088,Weak,Arrays,0.0
1088,Weak,Linked Lists,6.0
1088,Weak,Sorting,9.0
1088,Weak,Stacks,0.0
1088,Weak,Queues,0.0
1089,Weak,Arrays,22.465550361099687
1089,Weak,Linked Lists,18.465550361099687
1089,Weak,Sorting,29.465550361099687
1089,Weak,Stacks,27.465550361099687
1089,Weak,Queues,25.465550361099687
1090,Strong,Arrays,60.743504604369164
1090,Strong,Linked Lists,49.743504604369164
1090,Strong,Sorting,59.743504604369164
1090,Strong,Stacks,51.743504604369164
1090,Strong,Queues,56.743504604369164
1091,Weak,Arrays,6.868582018637878
1091,Weak,Linked Lists,9.868582018637877
1091,Weak,Sorting,0.8685820186378779
1091,Weak,Stacks,5.868582018637878
1091,Weak,Queues,3.868582018637878
1092,Strong,Arrays,77.67300178423034
1092,Strong,Linked Lists,87.67300178423034
1092,Strong,Sorting,90.67300178423034
1092,Strong,Stacks,78.67300178423034
1092,Strong,Queues,85.67300178423034
1093,Average,Arrays,85.8071735837736
1093,Average,Linked Lists,83.8071735837736
1093,Average,Sorting,82.8071735837736
1093,Average,Stacks,92.8071735837736
1093,Average,Queues,81.8071735837736
1094,Average,Arrays,52.96228385725575
1094,Average,Linked Lists,61.96228385725575
1094,Average,Sorting,59.96228385725575
1094,Average,Stacks,50.96228385725575
1094,Average,Queues,58.96228385725575
1095,Strong,Arrays,71.7118085964219
1095,Strong,Linked Lists,59.7118085964219
1095,Strong,Sorting,58.7118085964219
1095,Strong,Stacks,69.7118085964219
1095,Strong,Queues,66.7118085964219
1096,Weak,Arrays,19.322705847534664
1096,Weak,Linked Lists,19.322705847534664
1096,Weak,Sorting,10.322705847534664
1096,Weak,Stacks,22.322705847534664
1096,Weak,Queues,12.322705847534664
1097,Weak,Arrays,20.137061132613262
1097,Weak,Linked Lists,24.137061132613262
1097,Weak,Sorting,16.137061132613262
1097,Weak,Stacks,27.137061132613262
1097,Weak,Queues,18.137061132613262
1098,Strong,Arrays,53.880821498452356
1098,Strong,Linked Lists,59.880821498452356
1098,Strong,Sorting,59.880821498452356
1098,Strong,Stacks,58.880821498452356
1098,Strong,Queues,60.880821498452356
1099,Weak,Arrays,9.608057498030892
1099,Weak,Linked Lists,27.60805749803089
1099,Weak,Sorting,22.60805749803089
1099,Weak,Stacks,23.60805749803089
1099,Weak,Queues,20.60805749803089
1100,Weak,Arrays,12.051414534879779
1100,Weak,Linked Lists,16.05141453487978
1100,Weak,Sorting,15.051414534879779
1100,Weak,Stacks,14.051414534879779
1100,Weak,Queues,18.05141453487978
1101,Weak,Arrays,26.780738245933517
1101,Weak,Linked Lists,28.780738245933517
1101,Weak,Sorting,34.78073824593352
1101,Weak,Stacks,37.78073824593352
1101,Weak,Queues,28.780738245933517
1102,Strong,Arrays,57.15355353550574
1102,Strong,Linked Lists,65.15355353550575
1102,Strong,Sorting,56.15355353550574
1102,Strong,Stacks,58.15355353550574
1102,Strong,Queues,71.15355353550575
1103,Weak,Arrays,27.560384883988082
1103,Weak,Linked Lists,17.560384883988082
1103,Weak,Sorting,13.560384883988082
1103,Weak,Stacks,29.560384883988082
1103,Weak,Queues,27.560384883988082
1104,Average,Arrays,33.89097745987557
1104,Average,Linked Lists,42.89097745987557
1104,Average,Sorting,32.89097745987557
1104,Average,Stacks,30.89097745987557
1104,Average,Queues,41.89097745987557
1105,Weak,Arrays,6.206848167704788
1105,Weak,Linked Lists,24.206848167704788
1105,Weak,Sorting,25.206848167704788
1105,Weak,Stacks,6.206848167704788
1105,Weak,Queues,15.206848167704788
1106,Strong,Arrays,58.22125205347151
1106,Strong,Linked Lists,49.22125205347151
1106,Strong,Sorting,43.22125205347151
1106,Strong,Stacks,56.22125205347151
1106,Strong,Queues,50.22125205347151
1107,Weak,Arrays,15.057399981428471
1107,Weak,Linked Lists,18.05739998142847
1107,Weak,Sorting,24.05739998142847
1107,Weak,Stacks,12.057399981428471
1107,Weak,Queues,29.05739998142847
1108,Weak,Arrays,43.60469809226618
1108,Weak,Linked Lists,26.604698092266183
1108,Weak,Sorting,28.604698092266183
1108,Weak,Stacks,41.60469809226618
1108,Weak,Queues,43.60469809226618
1109,Average,Arrays,45.19867162924497
1109,Average,Linked Lists,29.19867162924497
1109,Average,Sorting,38.19867162924497
1109,Average,Stacks,36.19867162924497
1109,Average,Queues,36.19867162924497
1110,Average,Arrays,69.68914490926588
1110,Average,Linked Lists,57.68914490926588
1110,Average,Sorting,68.68914490926588
1110,Average,Stacks,72.68914490926588
1110,Average,Queues,63.68914490926588
1111,Average,Arrays,84.52017445487182
1111,Average,Linked Lists,86.52017445487182
1111,Average,Sorting,74.52017445487182
1111,Average,Stacks,78.52017445487182
1111,Average,Queues,83.52017445487182
1112,Average,Arrays,86.62898579500776
1112,Average,Linked Lists,82.62898579500776
1112,Average,Sorting,79.62898579500776
1112,Average,Stacks,82.62898579500776
1112,Average,Queues,96.62898579500776
1113,Strong,Arrays,73.2399738268662
1113,Strong,Linked Lists,74.2399738268662
1113,Strong,Sorting,72.2399738268662
1113,Strong,Stacks,85.2399738268662
1113,Strong,Queues,81.2399738268662
1114,Average,Arrays,54.9989109979552
1114,Average,Linked Lists,45.9989109979552
1114,Average,Sorting,56.9989109979552
1114,Average,Stacks,46.9989109979552
1114,Average,Queues,56.9989109979552
1115,Average,Arrays,44.964829614674024
1115,Average,Linked Lists,56.964829614674024
1115,Average,Sorting,63.964829614674024
1115,Average,Stacks,55.964829614674024
1115,Average,Queues,46.964829614674024
1116,Weak,Arrays,15.955315419069418
1116,Weak,Linked Lists,21.955315419069418
1116,Weak,Sorting,19.955315419069418
1116,Weak,Stacks,24.955315419069418
1116,Weak,Queues,20.955315419069418
1117,Weak,Arrays,28.509216187810175
1117,Weak,Linked Lists,29.509216187810175
1117,Weak,Sorting,38.509216187810175
1117,Weak,Stacks,36.509216187810175
1117,Weak,Queues,36.509216187810175
1118,Strong,Arrays,49.48778339284772
1118,Strong,Linked Lists,41.48778339284772
1118,Strong,Sorting,50.48778339284772
1118,Strong,Stacks,46.48778339284772
1118,Strong,Queues,52.48778339284772
1119,Weak,Arrays,19.48377328668835
1119,Weak,Linked Lists,17.48377328668835
1119,Weak,Sorting,20.48377328668835
1119,Weak,Stacks,21.48377328668835
1119,Weak,Queues,24.48377328668835
1120,Strong,Arrays,87.4865217423379
1120,Strong,Linked Lists,97.4865217423379
1120,Strong,Sorting,93.4865217423379
1120,Strong,Stacks,99.4865217423379
1120,Strong,Queues,90.4865217423379
1121,Average,Arrays,52.372569905247005
1121,Average,Linked Lists,51.372569905247005
1121,Average,Sorting,56.372569905247005
1121,Average,Stacks,53.372569905247005
1121,Average,Queues,57.372569905247005
1122,Average,Arrays,81.3601503727761
1122,Average,Linked Lists,82.3601503727761
1122,Average,Sorting,82.3601503727761
1122,Average,Stacks,77.3601503727761
1122,Average,Queues,64.3601503727761
1123,Weak,Arrays,21.51839609372007
1123,Weak,Linked Lists,31.51839609372007
1123,Weak,Sorting,27.51839609372007
1123,Weak,Stacks,26.51839609372007
1123,Weak,Queues,15.518396093720071
1124,Strong,Arrays,81.54184522537763
1124,Strong,Linked Lists,76.54184522537763
1124,Strong,Sorting,69.54184522537763
1124,Strong,Stacks,78.54184522537763
1124,Strong,Queues,77.54184522537763
1125,Average,Arrays,83.45643354433301
1125,Average,Linked Lists,83.45643354433301
1125,Average,Sorting,92.45643354433301
1125,Average,Stacks,96.45643354433301
1125,Average,Queues,91.45643354433301
1126,Strong,Arrays,59.763836126324605
1126,Strong,Linked Lists,68.7638361263246
1126,Strong,Sorting,64.7638361263246
1126,Strong,Stacks,63.763836126324605
1126,Strong,Queues,67.7638361263246
1127,Strong,Arrays,95.37509395460796
1127,Strong,Linked Lists,82.37509395460796
1127,Strong,Sorting,88.37509395460796
1127,Strong,Stacks,91.37509395460796
1127,Strong,Queues,94.37509395460796
1128,Average,Arrays,60.49804363232967
1128,Average,Linked Lists,76.49804363232967
1128,Average,Sorting,65.49804363232967
1128,Average,Stacks,79.49804363232967
1128,Average,Queues,73.49804363232967
1129,Average,Arrays,57.41491936294153
1129,Average,Linked Lists,51.41491936294153
1129,Average,Sorting,47.41491936294153
1129,Average,Stacks,43.41491936294153
1129,Average,Queues,51.41491936294153
1130,Average,Arrays,41.27962597229291
1130,Average,Linked Lists,43.27962597229291
1130,Average,Sorting,34.27962597229291
1130,Average,Stacks,34.27962597229291
1130,Average,Queues,29.279625972292912
1131,Strong,Arrays,43.619889699247615
1131,Strong,Linked Lists,55.619889699247615
1131,Strong,Sorting,53.619889699247615
1131,Strong,Stacks,44.619889699247615
1131,Strong,Queues,61.619889699247615
1132,Strong,Arrays,78.76097721741307
1132,Strong,Linked Lists,74.76097721741307
1132,Strong,Sorting,75.76097721741307
1132,Strong,Stacks,82.76097721741307
1132,Strong,Queues,81.76097721741307
1133,Average,Arrays,81.560546807799
1133,Average,Linked Lists,84.560546807799
1133,Average,Sorting,80.560546807799
1133,Average,Stacks,95.560546807799
1133,Average,Queues,87.560546807799
1134,Strong,Arrays,64.66366765098113
1134,Strong,Linked Lists,51.66366765098113
1134,Strong,Sorting,53.66366765098113
1134,Strong,Stacks,56.66366765098113
1134,Strong,Queues,50.66366765098113
1135,Average,Arrays,82.0359067564591
1135,Average,Linked Lists,79.0359067564591
1135,Average,Sorting,88.0359067564591
1135,Average,Stacks,79.0359067564591
1135,Average,Queues,88.0359067564591
1136,Strong,Arrays,59.0659632407217
1136,Strong,Linked Lists,53.0659632407217
1136,Strong,Sorting,58.0659632407217
1136,Strong,Stacks,55.0659632407217
1136,Strong,Queues,62.0659632407217
1137,Strong,Arrays,53.12151452493293
1137,Strong,Linked Lists,56.12151452493293
1137,Strong,Sorting,49.12151452493293
1137,Strong,Stacks,50.12151452493293
1137,Strong,Queues,56.12151452493293
1138,Weak,Arrays,21.5746875124512
1138,Weak,Linked Lists,32.5746875124512
1138,Weak,Sorting,37.5746875124512
1138,Weak,Stacks,24.5746875124512
1138,Weak,Queues,35.5746875124512
1139,Strong,Arrays,63.46989290859
1139,Strong,Linked Lists,60.46989290859
1139,Strong,Sorting,75.46989290859
1139,Strong,Stacks,75.46989290859
1139,Strong,Queues,63.46989290859
1140,Average,Arrays,53.94753252456507
1140,Average,Linked Lists,63.94753252456507
1140,Average,Sorting,54.94753252456507
1140,Average,Stacks,48.94753252456507
1140,Average,Queues,64.94753252456508
1141,Strong,Arrays,69.4870386595097
1141,Strong,Linked Lists,77.4870386595097
1141,Strong,Sorting,84.4870386595097
1141,Strong,Stacks,72.4870386595097
